gene_id,chrom,begin,end,gene_name,transcript_id,uniprot_acc,uniprot_reviewed,uniprot_des,uniprot_goa,sgn_des
Solyc02g087910.1,chromosome 2,50167356,50167715,,Solyc02g087910.1.1,K4BBU7,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc02g087910.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- B9SMA5_RICCO); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0005516; interpro2go_term: GO:0006869; sifter_term: GO:0005516"
Solyc03g025380.2,chromosome 3,2813769,2816283,101258529,Solyc03g025380.2.1,K4BF11,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc03g025380.2.1; Note: Peroxidase (AHRD V1 ***- Q58GF4_9ROSI); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0005515; interpro2go_term: GO:0055114; sifter_term: GO:0005515"
Solyc03g034100.2,chromosome 3,5790338,5792106,101249993,Solyc03g034100.2.1,K4BFT2,0,Uncharacterized protein,"GO:0045892 [negative regulation of transcription, DNA-templated]","Name: Solyc03g034100.2.1; Note: Plant-specific domain TIGR01568 family protein (AHRD V1 *--- B6U561_MAIZE); contains Interpro domain(s)  IPR006458  Protein of unknown function DUF623, plant "
Solyc04g080210.1,chromosome 4,64461786,64462586,101267234,Solyc04g080210.1.1,K4BVA0,0,Uncharacterized protein,"GO:0045892 [negative regulation of transcription, DNA-templated]","Name: Solyc04g080210.1.1; Note: Plant-specific domain TIGR01568 family protein (AHRD V1 *--- B6SHS0_MAIZE); contains Interpro domain(s)  IPR006458  Protein of unknown function DUF623, plant "
Solyc05g050880.2,chromosome 5,61090944,61092909,101267810,Solyc05g050880.2.1,K4C1C0,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc05g050880.2.1; Note: Peroxidase (AHRD V1 ***- Q4W2V5_PICAB); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0005515; interpro2go_term: GO:0055114; sifter_term: GO:0005515"
Solyc05g052280.2,chromosome 5,62559763,62562832,101264425,Solyc05g052280.2.1,K4C1Q9,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc05g052280.2.1; Note: Peroxidase (AHRD V1 ***- B9VRK9_CAPAN); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0005515; interpro2go_term: GO:0055114; sifter_term: GO:0005515"
Solyc06g005770.1,chromosome 6,808170,808529,101256678,Solyc06g005770.1.1,K4C359,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc06g005770.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- A5JUZ8_SESIN); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0006869; interpro2go_term: GO:0006869"
Solyc06g005780.1,chromosome 6,812314,812670,,Solyc06g005780.1.1,K4C360,0,Uncharacterized protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc06g005780.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- A8YPK3_HORVU); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0005516; interpro2go_term: GO:0006869; sifter_term: GO:0005516"
Solyc06g050440.2,chromosome 6,33051778,33054091,101261825,Solyc06g050440.2.1,K4C5I8,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc06g050440.2.1; Note: Peroxidase (AHRD V1 ***- Q9XIV9_TOBAC); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0005515; interpro2go_term: GO:0055114; sifter_term: GO:0005515"
Solyc06g065600.1,chromosome 6,40981932,40982291,101251897,Solyc06g065600.1.1,K4C7I9,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc06g065600.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 **** Q2QKE7_CATRO); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0005516, GO:0005319; interpro2go_term: GO:0006869; sifter_term: GO:0005516, GO:0005319"
Solyc06g082420.2,chromosome 6,48242060,48244274,,Solyc06g082420.2.1,K4CAA1,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc06g082420.2.1; Note: Peroxidase 3 (AHRD V1 ***- Q9SSZ7_SCUBA); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0005515; interpro2go_term: GO:0055114; sifter_term: GO:0005515"
Solyc06g082460.1,chromosome 6,48258662,48259717,101247035,Solyc06g082460.1.1,K4CAA5,0,Uncharacterized protein,"GO:0003677 [DNA binding]; GO:0045892 [negative regulation of transcription, DNA-templated]","Name: Solyc06g082460.1.1; Note: Plant-specific domain TIGR01568 family protein (AHRD V1 *--- B6U561_MAIZE); contains Interpro domain(s)  IPR006458  Protein of unknown function DUF623, plant "
Solyc07g032740.2,chromosome 7,40981937,40987085,,Solyc07g032740.2.1,K4CDL3,0,Aspartate aminotransferase,GO:0004069 [L-aspartate:2-oxoglutarate aminotransferase activity]; GO:0006520 [cellular amino acid metabolic process]; GO:0009058 [biosynthetic process]; GO:0030170 [pyridoxal phosphate binding],"Name: Solyc07g032740.2.1; Note: Aspartate aminotransferase (AHRD V1 **** A9PHH1_POPTR); contains Interpro domain(s)  IPR000796  Aspartate/other aminotransferase ; Ontology_term: GO:0004069; interpro2go_term: GO:0006520, GO:0009058, GO:0030170; sifter_term: GO:0004069"
Solyc07g055190.2,chromosome 7,63306458,63308633,101244682,Solyc07g055190.2.1,K4CG58,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc07g055190.2.1; Note: Peroxidase (AHRD V1 ***- Q58GF4_9ROSI); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0005515; interpro2go_term: GO:0055114; sifter_term: GO:0005515"
Solyc07g055210.2,chromosome 7,63320669,63325039,101244094,Solyc07g055210.2.1,K4CG60,0,Aspartate aminotransferase,GO:0004069 [L-aspartate:2-oxoglutarate aminotransferase activity]; GO:0005507 [copper ion binding]; GO:0005739 [mitochondrion]; GO:0006520 [cellular amino acid metabolic process]; GO:0009058 [biosynthetic process]; GO:0030170 [pyridoxal phosphate binding]; GO:0046686 [response to cadmium ion],"Name: Solyc07g055210.2.1; Note: Aspartate aminotransferase (AHRD V1 ***- B9SW33_RICCO); contains Interpro domain(s)  IPR000796  Aspartate/other aminotransferase ; Ontology_term: GO:0006520, GO:0009058, GO:0030170; interpro2go_term: GO:0006520, GO:0009058, GO:0030170"
Solyc08g041870.2,chromosome 8,25450517,25456311,101261642,Solyc08g041870.2.1,K4CK47,0,Aspartate aminotransferase,GO:0004069 [L-aspartate:2-oxoglutarate aminotransferase activity]; GO:0006520 [cellular amino acid metabolic process]; GO:0009058 [biosynthetic process]; GO:0030170 [pyridoxal phosphate binding],"Name: Solyc08g041870.2.1; Note: Aspartate aminotransferase (AHRD V1 **** Q2XTE6_SOLTU); contains Interpro domain(s)  IPR000796  Aspartate/other aminotransferase ; Ontology_term: GO:0004069; interpro2go_term: GO:0006520, GO:0009058, GO:0030170; sifter_term: GO:0004069"
Solyc08g067500.1,chromosome 8,56511766,56512137,101246743,Solyc08g067500.1.1,K4CLX6,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc08g067500.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- A9YUH6_PLAOI); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0006869; interpro2go_term: GO:0006869"
Solyc08g067510.1,chromosome 8,56518886,56519254,101246456,Solyc08g067510.1.1,K4CLX7,0,Uncharacterized protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc08g067510.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 **** Q93YX9_DAVIN); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0005516, GO:0005319; interpro2go_term: GO:0006869; sifter_term: GO:0005516, GO:0005319"
Solyc08g067520.1,chromosome 8,56545559,56545927,101255614,Solyc08g067520.1.1,K4CLX8,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc08g067520.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- Q93YX9_DAVIN); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0005516; interpro2go_term: GO:0006869; sifter_term: GO:0005516"
Solyc08g067530.1,chromosome 8,56548525,56548878,101255907,Solyc08g067530.1.1,K4CLX9,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc08g067530.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- Q850K5_VITVI); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0005516; interpro2go_term: GO:0006869; sifter_term: GO:0005516"
Solyc08g067540.1,chromosome 8,56552776,56553138,101256205,Solyc08g067540.1.1,K4CLY0,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc08g067540.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- Q2QKE7_CATRO); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0005516; interpro2go_term: GO:0006869; sifter_term: GO:0005516"
Solyc08g067550.1,chromosome 8,56562356,56562742,101247242,Solyc08g067550.1.1,K4CLY1,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc08g067550.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- Q93YX9_DAVIN); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0006869; interpro2go_term: GO:0006869"
Solyc08g068170.1,chromosome 8,57286085,57287599,,Solyc08g068170.1.1,K4CM41,0,Uncharacterized protein,"GO:0045892 [negative regulation of transcription, DNA-templated]","Name: Solyc08g068170.1.1; Note: Plant-specific domain TIGR01568 family protein (AHRD V1 *--- B6SHS0_MAIZE); contains Interpro domain(s)  IPR006458  Protein of unknown function DUF623, plant "
Solyc08g068330.2,chromosome 8,57428127,57436252,101260072,Solyc08g068330.2.1,K4CM57,0,Aspartate aminotransferase,GO:0004069 [L-aspartate:2-oxoglutarate aminotransferase activity]; GO:0005777 [peroxisome]; GO:0006520 [cellular amino acid metabolic process]; GO:0009058 [biosynthetic process]; GO:0009536 [plastid]; GO:0010150 [leaf senescence]; GO:0016020 [membrane]; GO:0030170 [pyridoxal phosphate binding],"Name: Solyc08g068330.2.1; Note: Aspartate aminotransferase (AHRD V1 **** B9H920_POPTR); contains Interpro domain(s)  IPR000796  Aspartate/other aminotransferase ; Ontology_term: GO:0004069; interpro2go_term: GO:0006520, GO:0009058, GO:0030170; sifter_term: GO:0004069"
Solyc09g008500.1,chromosome 9,1984459,1985345,,Solyc09g008500.1.1,K4CQN8,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc09g008500.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- Q1PCI0_SOLCH); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0005516; interpro2go_term: GO:0006869; sifter_term: GO:0005516"
Solyc09g018200.1,chromosome 9,13537071,13537826,,Solyc09g018200.1.1,K4CS87,0,Uncharacterized protein,"GO:0003677 [DNA binding]; GO:0045892 [negative regulation of transcription, DNA-templated]","Name: Solyc09g018200.1.1; Note: Plant-specific domain TIGR01568 family protein (AHRD V1 *--- B6U561_MAIZE); contains Interpro domain(s)  IPR006458  Protein of unknown function DUF623, plant "
Solyc09g018590.1,chromosome 9,15451933,15454855,,Solyc09g018590.1.1,K4CSC1,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc09g018590.1.1; Note: Peroxidase (AHRD V1 **** Q4W2V4_PICAB); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0004601; interpro2go_term: GO:0055114; sifter_term: GO:0004601"
Solyc10g075050.1,chromosome 10,58748414,58749215,101264570,Solyc10g075050.1.1,K4D1U7,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc10g075050.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- A7UGG9_SOLTU); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0006869; interpro2go_term: GO:0006869"
Solyc10g075060.1,chromosome 10,58756396,58756930,,Solyc10g075060.1.1,K4D1U8,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc10g075060.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- A7UGG9_SOLTU); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0006869; interpro2go_term: GO:0006869"
Solyc10g075070.1,chromosome 10,58785125,58785597,101266080,Solyc10g075070.1.1,K4D1U9,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc10g075070.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- A7UGG9_SOLTU); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0006869; interpro2go_term: GO:0006869"
Solyc10g075090.1,chromosome 10,58800507,58801024,,Solyc10g075090.1.1,K4D1V1,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding],"Name: Solyc10g075090.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 **** Q4A1N0_SOLLC); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0005516, GO:0005319; interpro2go_term: GO:0006869; sifter_term: GO:0005516, GO:0005319"
Solyc10g075100.1,chromosome 10,58810582,58811212,ltpg1,Solyc10g075100.1.1,Q4A1N1,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc10g075100.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 **** Q4A1N1_SOLLC); contains Interpro domain(s)  IPR000528  Plant lipid transfer protein/Par allergen ; Ontology_term: GO:0005516, GO:0005319; interpro2go_term: GO:0006869; sifter_term: GO:0005516, GO:0005319"
Solyc10g075110.1,chromosome 10,58832488,58833096,TSW12,Solyc10g075110.1.1,P27056,1,Non-specific lipid-transfer protein 1,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],Name: Solyc10g075110.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- A7UGG9_SOLTU); contains Interpro domain(s)  IPR000528  Plant lipid transfer protein/Par allergen ; Ontology_term: GO:0006869; interpro2go_term: GO:0006869
Solyc10g075120.1,chromosome 10,58847992,58848834,,Solyc10g075120.1.1,K4D1V3,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding],"Name: Solyc10g075120.1.1; Note: Peroxidase 1 (AHRD V1 ***- A0SWU6_SESRO); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0055114; interpro2go_term: GO:0055114"
Solyc10g075150.1,chromosome 10,58873651,58874859,101266879,Solyc10g075150.1.1,K4D1V6,0,Uncharacterized protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc10g075150.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 **** Q9ZPI9_CAPAN); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0005516, GO:0005319; interpro2go_term: GO:0006869; sifter_term: GO:0005516, GO:0005319"
Solyc10g075170.1,chromosome 10,58891402,58895882,,Solyc10g075170.1.1,K4D1V8,0,Uncharacterized protein,GO:0004069 [L-aspartate:2-oxoglutarate aminotransferase activity]; GO:0005739 [mitochondrion]; GO:0006520 [cellular amino acid metabolic process]; GO:0009058 [biosynthetic process]; GO:0030170 [pyridoxal phosphate binding],"Name: Solyc10g075170.1.1; Note: Aspartate aminotransferase (AHRD V1 ***- B9HDA1_POPTR); contains Interpro domain(s)  IPR000796  Aspartate/other aminotransferase ; Ontology_term: GO:0006520, GO:0009058, GO:0030170; interpro2go_term: GO:0006520, GO:0009058, GO:0030170"
Solyc10g076170.1,chromosome 10,58981351,58981887,,Solyc10g076170.1.1,K4D1V9,0,Uncharacterized protein,,Name: Solyc10g076170.1.1; Note: Unknown Protein (AHRD V1)
Solyc10g076180.1,chromosome 10,59006329,59007294,101265492,Solyc10g076180.1.1,K4D1W0,0,Uncharacterized protein,"GO:0003677 [DNA binding]; GO:0045892 [negative regulation of transcription, DNA-templated]","Name: Solyc10g076180.1.1; Note: Plant-specific domain TIGR01568 family protein (AHRD V1 *--- B6U561_MAIZE); contains Interpro domain(s)  IPR006458  Protein of unknown function DUF623, plant "
Solyc10g076190.1,chromosome 10,59045991,59047132,101265182,Solyc10g076190.1.1,K4D1W1,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc10g076190.1.1; Note: Peroxidase 1 (AHRD V1 ***- A0SWU6_SESRO); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0055114; interpro2go_term: GO:0055114"
Solyc10g076200.1,chromosome 10,59051770,59052216,101266573,Solyc10g076200.1.1,K4D1W2,0,Non-specific lipid-transfer protein,GO:0006869 [lipid transport]; GO:0008289 [lipid binding]; GO:0016020 [membrane],"Name: Solyc10g076200.1.1; Note: Non-specific lipid-transfer protein (AHRD V1 ***- A7UGH2_SOLTU); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical ; Ontology_term: GO:0006869; interpro2go_term: GO:0006869"
Solyc10g076210.1,chromosome 10,59054478,59055612,101267856,Solyc10g076210.1.1,K4D1W3,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc10g076210.1.1; Note: Peroxidase 1 (AHRD V1 ***- A0SWU6_SESRO); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0005515; interpro2go_term: GO:0055114; sifter_term: GO:0005515"
Solyc10g076220.1,chromosome 10,59059828,59060961,101268440,Solyc10g076220.1.1,K4D1W4,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc10g076220.1.1; Note: Peroxidase 1 (AHRD V1 ***- A0SWU6_SESRO); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0055114; interpro2go_term: GO:0055114"
Solyc10g076230.1,chromosome 10,59074041,59074647,,Solyc10g076230.1.1,K4D1W5,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding],Name: Solyc10g076230.1.1; Note: Peroxidase 1 (AHRD V1 ***- A0SWU6_SESRO); contains Interpro domain(s)  IPR000823  Plant peroxidase ; Ontology_term: GO:0055114; interpro2go_term: GO:0055114
Solyc10g076240.1,chromosome 10,59082990,59084119,101268153,Solyc10g076240.1.1,K4D1W6,0,Peroxidase,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc10g076240.1.1; Note: Peroxidase 1 (AHRD V1 ***- A0SWU6_SESRO); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0055114; interpro2go_term: GO:0055114"
Solyc10g082050.1,chromosome 10,62944463,62944999,104644432,Solyc10g082050.1.1,K4D391,0,Uncharacterized protein,"GO:0045892 [negative regulation of transcription, DNA-templated]","Name: Solyc10g082050.1.1; Note: Plant-specific domain TIGR01568 family protein (AHRD V1 *--- B6SHS0_MAIZE); contains Interpro domain(s)  IPR006458  Protein of unknown function DUF623, plant "
Solyc11g018800.1,chromosome 11,9597159,9598442,,Solyc11g018800.1.1,K4D6T3,0,Uncharacterized protein,GO:0004601 [peroxidase activity]; GO:0005576 [extracellular region]; GO:0006979 [response to oxidative stress]; GO:0020037 [heme binding]; GO:0042744 [hydrogen peroxide catabolic process]; GO:0046872 [metal ion binding],"Name: Solyc11g018800.1.1; Note: Peroxidase 2 (AHRD V1 ***- Q9SSZ8_SCUBA); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ; Ontology_term: GO:0055114; interpro2go_term: GO:0055114"
Solyc11g068780.1,chromosome 11,53412570,53412983,109118919,Solyc11g068780.1.1,K4DA35,0,Uncharacterized protein,"GO:0045892 [negative regulation of transcription, DNA-templated]","Name: Solyc11g068780.1.1; Note: Plant-specific domain TIGR01568 family protein (AHRD V1 *--- B6SZV1_MAIZE); contains Interpro domain(s)  IPR006458  Protein of unknown function DUF623, plant "
